sta,lon,lat
AMEDAS-44132,35.69166666666667,139.75
AMEDAS-44126,35.626666666666665,139.62
AMEDAS-44056,35.788333333333334,139.31166666666667
AMEDAS-43266,35.77333333333333,139.41333333333333
AMEDAS-43256,35.77333333333333,139.41333333333333
